dessert_category,region,query,name,road_address,jibun_address,telephone,external_link,category_text,mapx,mapy,longitude,latitude,geocode_error
saltbread,daegu,대구 두류 소금빵,프랑제리 뺑드프랑스 이월드점,대구광역시 달서구 두류공원로 200 푸드폴리탄 프랑제리 뺑드프랑스 이월드점,대구광역시 달서구 두류동 산302-11 푸드폴리탄 프랑제리 뺑드프랑스 이월드점,,https://www.instagram.com/eworld_bbangzip,"카페,디저트>베이커리",1285645903,358540874,128.5657599,35.8530292,
saltbread,daegu,대구 이곡 소금빵,카페 무디,대구광역시 달서구 이곡동로 32 상가동1층 카페무디 (성서이마트 주차장 입구),대구광역시 달서구 이곡동 1256 상가동1층 카페무디 (성서이마트 주차장 입구),,https://www.instagram.com/cafe_moody_,"음식점>카페,디저트",1285107145,358534871,128.5116131,35.85312,
saltbread,daegu,대구 감삼역 소금빵,터틀턴,대구광역시 달서구 당산로38길 23 1층,대구광역시 달서구 두류동 495-39 1층,,https://www.instagram.com/turtleturn_coffee,"음식점>카페,디저트",1285497600,358536059,128.5497601,35.8536059,
saltbread,daegu,대구 교대 소금빵,명덕빵앗간 명덕본점,대구광역시 남구 명덕로40길 70 1층 명덕빵앗간,대구광역시 남구 대명동 1798-3 1층 명덕빵앗간,,https://www.instagram.com/md_bbang,"음식점>카페,디저트>베이커리",1285897964,358536478,128.5897964,35.8536478,
saltbread,daegu,대구 용산 소금빵,팔오카페,대구광역시 달서구 장산로 55 루이스타 1층 106호,대구광역시 달서구 용산동 612-1 루이스타 1층 106호,,https://www.instagram.com/pal_o_coffee,음식점>양식,1285241665,358536479,128.5241665,35.853648,
saltbread,daegu,대구 강창역 소금빵,베이커리율,대구광역시 달서구 신당로 59 상가1층 율베이커리,대구광역시 달서구 신당동 1846-4 상가1층 율베이커리,,https://www.instagram.com/bakery_yul_053,"카페,디저트>베이커리",1284987039,358537278,128.4987016,35.8537893,
saltbread,daegu,대구 담티 소금빵,피카커피 담티점,"대구광역시 수성구 달구벌대로 2690 상가 101, 102, 103, 104호","대구광역시 수성구 만촌동 861-8 상가 101, 102, 103, 104호",,https://www.instagram.com/_fika_coffee?igsh=Y2VsdHk1cnZkZXBu,"카페,디저트>베이커리",1286550954,358539635,128.6549845,35.8540186,
saltbread,daegu,대구 만촌역 소금빵,씨티씨커피 범어점,대구광역시 수성구 달구벌대로496길 48,대구광역시 수성구 범어동 292-16,,https://forms.gle/rmTXqBLwcVEfChwz5,"음식점>카페,디저트",1286342895,358542625,128.6342895,35.8542625,
saltbread,daegu,대구 이곡 소금빵,한나식빵 성서점,대구광역시 달서구 이곡동로 23 1층,대구광역시 달서구 이곡동 1250-4 1층,,,"음식점>카페,디저트>베이커리",1285098786,358542928,128.5100132,35.854267,
saltbread,daegu,대구 용산 소금빵,미구제과,대구광역시 달서구 와룡로49길 101,대구광역시 달서구 용산동 954-14,,https://smartstore.naver.com/migubake,"음식점>카페,디저트",1285315878,358543088,128.5315878,35.8543088,
saltbread,daegu,대구 대구은행역 소금빵,브레드맨,대구광역시 남구 명덕로68길 17 105동1층3호 (강변타운상가),대구광역시 남구 이천동 214-456 105동1층3호 (강변타운상가),,https://idus.kr/KO6Qi,"카페,디저트>베이커리",1286059822,358543122,128.6061543,35.8543933,
saltbread,daegu,대구 건들바위역 소금빵,카페생명나무,대구광역시 남구 명덕로 288 2동 1층,대구광역시 남구 이천동 310-11 2동 1층,,,"음식점>카페,디저트",1286017122,358551000,128.6014518,35.8548483,
saltbread,daegu,대구 감삼 소금빵 베이커리,음믐빵집,대구광역시 달서구 당산로 205 1층,대구광역시 달서구 감삼동 60-9 1층,,https://www.instagram.com/_umm_m,"카페,디저트>베이커리",1285477658,358549695,128.5477272,35.8549104,
saltbread,daegu,대구 교대 소금빵,미힐,대구광역시 남구 중앙대로49길 49 미힐,대구광역시 남구 대명동 1810-1 미힐,,https://www.instagram.com/cafe.mehl,"카페,디저트>베이커리",1285877500,358553033,128.58775,35.8553033,
saltbread,daegu,대구 안심 소금빵,제로테이블,대구광역시 수성구 수성로68길 35-8 맨왼쪽집,대구광역시 수성구 수성동2가 49-3 맨왼쪽집,,https://www.instagram.com/zero_table_/,"카페,디저트>베이커리",1286158910,358553849,128.6159185,35.85535,
saltbread,daegu,대구 담티역 소금빵,커널스커피,대구광역시 수성구 교학로4길 54 1층,대구광역시 수성구 만촌동 855-22 1층,,https://www.instagram.com/kernelscoffee,"음식점>카페,디저트",1286500858,358554570,128.6500858,35.8554571,
saltbread,daegu,대구 명덕 소금빵,천냥빵떡대장 명덕역점,대구광역시 남구 중앙대로 251-1 1층,대구광역시 남구 대명동 1791-7 1층,,http://breadtteok.kr/,"카페,디저트>베이커리",1285904023,358556929,128.5904024,35.8556929,
saltbread,daegu,대구 두류역 소금빵,버터리버튼,대구광역시 달서구 야외음악당로39동길 47 1층,대구광역시 달서구 두류동 487-14 1층,,https://100원커피이벤트-선착순주문하기.com,"음식점>카페,디저트",1285554723,358559172,128.5554723,35.8559172,
saltbread,daegu,대구 대구은행역 소금빵,브레드바바,대구광역시 수성구 수성로69길 55,대구광역시 수성구 수성동1가 820,,https://blog.naver.com/breadbaba,"카페,디저트>베이커리",1286105181,358559576,128.6104681,35.8559411,
saltbread,daegu,대구 범어 소금빵,아눅 베이커스,대구광역시 수성구 동대구로58길 15 1층 아눅베이커스,대구광역시 수성구 범어동 592-7 1층 아눅베이커스,,https://smartstore.naver.com/a-nook,"카페,디저트>베이커리",1286267502,358562899,128.62673,35.8562893,
saltbread,daegu,대구 용산 소금빵 베이커리,끄래용베이커리,대구광역시 달서구 이곡공원로 83 영남우방2차아파트상가 117동 105호,대구광역시 달서구 용산동 416-1 영남우방2차아파트상가 117동 105호,,https://blog.naver.com/yhk1880,"카페,디저트>베이커리",1285164375,358553736,128.5167679,35.8563787,
saltbread,daegu,대구 내당역 소금빵 베이커리,더바나포레스트,"대구광역시 달서구 두류공원로 256 1층 102, 103, 104, 105호","대구광역시 달서구 두류동 148-7 1층 102, 103, 104, 105호",,https://www.instagram.com/thebanaforest/,"음식점>카페,디저트",1285588495,358563186,128.5589531,35.8564549,
saltbread,daegu,대구 명덕역 소금빵 베이커리,버터파우더,대구광역시 남구 명덕로 178 1층 106호,대구광역시 남구 대명동 1801-1 1층 106호,,,"카페,디저트>베이커리",1285898572,358565994,128.5896543,35.8566008,
saltbread,daegu,대구 건들바위역 소금빵,루밀레,대구광역시 중구 대봉로43길 21 401동 110호,대구광역시 중구 대봉동 770 401동 110호,,,"카페,디저트>베이커리",1286019879,358562928,128.600682,35.8568233,
saltbread,daegu,대구 용산 소금빵,구움도,대구광역시 달서구 와룡로53길 80 1층,대구광역시 달서구 용산동 862-16 1층,,https://www.instagram.com/cafe_guumdo_,"음식점>카페,디저트",1285327747,358569164,128.5327252,35.8569137,
saltbread,daegu,대구 수성구청 소금빵 베이커리,그레이핍플 힐스테이트범어점,대구광역시 수성구 범어로18길 13 102호 그레이핍플 힐스테이트범어점,대구광역시 수성구 범어동 209-27 102호 그레이핍플 힐스테이트범어점,,https://www.instagram.com/graypipple_hillstate.beomeo?igsh=a3Bnd2xwN3cxd2Zo,"음식점>카페,디저트",1286365212,358571862,128.6365495,35.8572219,
saltbread,daegu,대구 담티역 소금빵,올글래드,대구광역시 수성구 달구벌대로492길 43 1층,대구광역시 수성구 범어동 204-7 1층,,https://www.instagram.com/all._.glad,"음식점>카페,디저트",1286350148,358571813,128.6350132,35.8572409,
saltbread,daegu,대구 두류 소금빵,커피퍼스트,대구광역시 달서구 야외음악당로53길 31 1층,대구광역시 달서구 두류동 137-75 1층,,https://www.instagram.com/coffee_____first,"음식점>카페,디저트",1285627017,358575272,128.5627017,35.8575272,
saltbread,daegu,대구 감삼역 소금빵 베이커리,감미정,대구광역시 서구 당산로 237 1층,대구광역시 서구 내당동 429-1 1층,,https://www.naver.com/gammijung,"음식점>카페,디저트",1285469191,358575755,128.5469429,35.857536,
saltbread,daegu,대구 담티역 소금빵,솔트에버,대구광역시 수성구 범어로 94 1층,대구광역시 수성구 범어동 209-14 1층,,https://www.instagram.com/salt_ever,"카페,디저트>베이커리",1286358742,358577004,128.6358916,35.8576692,
saltbread,daegu,대구 담티역 소금빵,마들렌베이커리 만촌네거리점,대구광역시 수성구 달구벌대로 2612 마들렌베이커리,대구광역시 수성구 만촌동 849 마들렌베이커리,,https://blog.naver.com/madeleinebakery,"카페,디저트>베이커리",1286479477,358576947,128.6479256,35.857709,
saltbread,daegu,대구 담티역 소금빵,소금무늬,대구광역시 수성구 달구벌대로504길 12 1층 소금무늬,대구광역시 수성구 범어동 210-21 1층 소금무늬,,,"카페,디저트>베이커리",1286381096,358577153,128.6381096,35.8577153,
saltbread,daegu,대구 대구은행역 소금빵,비바 베이커리,대구광역시 중구 대봉로 215 비바베이커리,대구광역시 중구 대봉동 138-1 비바베이커리,,https://blog.naver.com/vivaba,"음식점>카페,디저트",1286014601,358580017,128.6014176,35.857954,
saltbread,daegu,대구 이곡 소금빵,카페 가온77,"대구광역시 달서구 선원남로 77 211동 가온77빌딩 1,2층","대구광역시 달서구 이곡동 1306-1 211동 가온77빌딩 1,2층",,https://www.instagram.com/cafegaon77,"음식점>카페,디저트",1285099631,358583574,128.5088249,35.857997,
saltbread,daegu,대구 내당 소금빵,디웨이브,"대구광역시 서구 서대구로 3 1,2층","대구광역시 서구 내당동 469-9 1,2층",,,"카페,디저트>카페",1285566544,358583247,128.5564859,35.858236,
saltbread,daegu,대구 수성시장 소금빵,딥딥딥 수성,대구광역시 수성구 수성로77길 15 1층,대구광역시 수성구 수성동1가 113-8 1층,,http://www.instagram.com/deep__deep__deep,"음식점>카페,디저트",1286128067,358583428,128.6128211,35.858292,
saltbread,daegu,대구 만촌역 소금빵,버터베이크 범어점,대구광역시 수성구 달구벌대로 2480 버터베이크,대구광역시 수성구 범어동 197-6 버터베이크,,https://www.instagram.com/butterbake_beomeo?igsh=MXFpOWw3Mmhmb21kZg%3D%3D&utm_source=qr,"카페,디저트>베이커리",1286338236,358584986,128.6337849,35.8583539,
saltbread,daegu,대구 범어역 소금빵,알리KENYA스타커피 대구범어네거리점,대구광역시 수성구 동대구로 311-1,대구광역시 수성구 범어동 563-7,,https://www.instagram.com/alistar_beomeo,"음식점>카페,디저트",1286252315,358584290,128.6252388,35.8584446,
saltbread,daegu,대구 다사역 소금빵,빵집오빠 대구다사점,대구광역시 달성군 다사읍 달구벌대로 864 1층 빵집오빠 대구다사점,대구광역시 달성군 다사읍 죽곡리 117-3 1층 빵집오빠 대구다사점,,https://blog.naver.com/bbangjib58,"카페,디저트>베이커리",1284637625,358584850,128.4637394,35.8586268,
saltbread,daegu,대구 김광석 다시그리기 길 소금빵,대봉동카페운트,대구광역시 중구 동덕로8길 8 1층 카페운트,대구광역시 중구 대봉동 40-70 1층 카페운트,,https://smartstore.naver.com/dong2509-2340,"음식점>카페,디저트",1286054586,358586383,128.6054586,35.8586383,
saltbread,daegu,대구 남산 소금빵,카페헤더,대구광역시 중구 남산로7길 24 1층,대구광역시 중구 남산동 2488-15 1층,,http://instagram.com/cafe_heather,"카페,디저트>베이커리",1285812776,358588191,128.5812553,35.8588343,
saltbread,daegu,대구 다사 소금빵,카페보우케,"대구광역시 달성군 다사읍 대실역북로1길 15-3 1, 2층","대구광역시 달성군 다사읍 매곡리 1547-12 1, 2층",,https://www.instagram.com/Cafe_BOUKE,"음식점>카페,디저트",1284651215,358589872,128.4651732,35.8589367,
saltbread,daegu,대구 범어역 소금빵,마들렌베이커리 범어네거리점,대구광역시 수성구 달구벌대로 2380,대구광역시 수성구 범어동 559-1,,https://blog.naver.com/madeleinebakery,"카페,디저트>베이커리",1286228521,358590499,128.6228414,35.8589842,
saltbread,daegu,대구 계명대역 소금빵,레이몬드베이커리,대구광역시 달서구 선원로 241 성서2차보성타운,대구광역시 달서구 용산동 501-2 성서2차보성타운,,,"카페,디저트>베이커리",1285194758,358591271,128.5187052,35.8594586,
saltbread,daegu,대구 만촌역 소금빵,호랑이빵집,대구광역시 수성구 달구벌대로495길 10,대구광역시 수성구 범어동 168-5,,https://100원커피이벤트-선착순주문하기.com,"카페,디저트>베이커리",1286343957,358594786,128.6343892,35.8594815,
saltbread,daegu,대구 내당역 소금빵 베이커리,이인상과자점,대구광역시 중구 남산로17길 139 1층,대구광역시 중구 남산동 2612-108 1층,,,"카페,디저트>베이커리",1285768002,358597808,128.5768531,35.8597746,
saltbread,daegu,대구 명덕역 소금빵,천씨씨커피 대구남산점,대구광역시 중구 중앙대로61길 37-2 1층 천씨씨커피 남산점,대구광역시 중구 남산동 594-6 1층 천씨씨커피 남산점,,https://100원커피이벤트-선착순주문하기.com,"음식점>카페,디저트",1285897228,358604958,128.5897308,35.860421,
saltbread,daegu,대구 내당 소금빵,올망,대구광역시 서구 달구벌대로361길 12 1층,대구광역시 서구 내당동 209-91 1층,,https://www.instagram.com/olmang_bake?igshid=Y2ZmNzg0YzQ=,"음식점>카페,디저트",1285616617,358604496,128.5617053,35.8604799,
saltbread,daegu,대구 내당 소금빵,반죽하우스,대구광역시 서구 평리로 214 상가 6동 지하1층 30-7호,대구광역시 서구 내당동 340 상가 6동 지하1층 30-7호,,https://www.instagram.com/banjookhouse,"카페,디저트>베이커리",1285468463,358612824,128.5465467,35.8607851,
saltbread,daegu,대구 수성시장 소금빵,로맨틱포레스트,대구광역시 수성구 달구벌대로469길 24 1층,대구광역시 수성구 수성동4가 1009-13 1층,,https://www.instagram.com/romantic_forest.bakery/,"카페,디저트>베이커리",1286193696,358608363,128.6193696,35.8608364,
saltbread,daegu,대구 범어역 소금빵,오렌지템프 커피,대구광역시 수성구 상록로2길 13-5 1층,대구광역시 수성구 범어동 38-9 1층,,https://smartstore.naver.com/orange_temp,"음식점>카페,디저트",1286246295,358608284,128.6246007,35.8608407,
saltbread,daegu,대구 대구은행역 소금빵,슈텐,대구광역시 수성구 수성로 393 슈텐,대구광역시 수성구 수성동4가 1090-8 슈텐,,https://shop.coupang.com/A00572877?locale=ko_KR&platform=m&source=brandstore_share,"카페,디저트>베이커리",1286136103,358604005,128.6135781,35.8609292,
saltbread,daegu,대구 명덕역 소금빵,소브커피,대구광역시 중구 명륜로23길 29 1층,대구광역시 중구 남산동 919-9 1층,,https://www.instagram.com/sove_coffee,"음식점>카페,디저트",1285957513,358612846,128.5957161,35.861278,
saltbread,daegu,대구 명덕역 소금빵,카페다온,대구광역시 중구 명륜로23길 28 1층,대구광역시 중구 봉산동 230-79 1층,,http://카페다온.shop/,"음식점>카페,디저트",1285959221,358612582,128.5959628,35.861295,
saltbread,daegu,대구 경대병원역 소금빵,마들렌베이커리 대봉점,대구광역시 중구 대봉로 255 1층 101호,대구광역시 중구 봉산동 185-30 1층 101호,,https://blog.naver.com/madeleinebakery,"카페,디저트>베이커리",1286002739,358612737,128.6001666,35.8613607,
saltbread,daegu,대구 범어역 소금빵,모리베이커리,대구광역시 수성구 상록로11길 93 1층,대구광역시 수성구 범어동 481-9 1층,,http://instagram.com/moribakery_daegu,"음식점>카페,디저트",1286231450,358618379,128.6231967,35.8618432,
saltbread,daegu,대구 율하 소금빵,소금빵앗간 대구율하점,대구광역시 동구 율하서로 90,대구광역시 동구 율하동 1371,,https://100원커피이벤트-선착순주문하기.com,"음식점>카페,디저트",1286888688,358618213,128.6888432,35.8619042,
saltbread,daegu,대구 명덕 소금빵,명덕빵앗간 범어점,대구광역시 수성구 상록로2길 66 1층,대구광역시 수성구 범어동 32-6 1층,,https://www.instagram.com/md_bbang,"음식점>카페,디저트>베이커리",1286254767,358624530,128.6254767,35.862453,
saltbread,daegu,대구 경대병원역 소금빵,신화빵집,대구광역시 중구 동덕로 91 1층 신화빵집,대구광역시 중구 대봉동 23-7 1층 신화빵집,,http://instagram.com/shinhwa__bread,"카페,디저트>베이커리",1286026253,358627276,128.6026067,35.8626548,
saltbread,daegu,대구 율하 소금빵 베이커리,무라베이커리,대구광역시 동구 안심로22길 60-1 110호 무라베이커리,대구광역시 동구 율하동 1431 110호 무라베이커리,,https://murabakery.dothome.co.kr/,"카페,디저트>베이커리",1286982705,358626626,128.6982705,35.8626626,
saltbread,daegu,대구 내당 소금빵,하프베이크,대구광역시 서구 달구벌대로375길 23-1 1층,대구광역시 서구 내당동 886-8 1층,,,"음식점>카페,디저트",1285706680,358629661,128.5706227,35.8630101,
saltbread,daegu,대구 율하 소금빵,율하양과점,대구광역시 동구 안심로16길 47,대구광역시 동구 율하동 1445,,,"음식점>카페,디저트",1286937409,358632576,128.6937409,35.8632576,
saltbread,daegu,대구 율하 소금빵,사운즈베이커리 율하,"대구광역시 동구 안심로16길 47 타임스퀘어 1층 147호, 148호","대구광역시 동구 율하동 1445 타임스퀘어 1층 147호, 148호",,https://smartstore.naver.com/soundscoffee,"카페,디저트>베이커리",1286932759,358629464,128.6937409,35.8632576,
saltbread,daegu,대구 남산 소금빵,씨티씨커피 남산본점,대구광역시 중구 명륜로12길 67 1층,대구광역시 중구 남산동 230-7 1층,,https://forms.gle/rmTXqBLwcVEfChwz5,"음식점>카페,디저트",1285867582,358633156,128.5867581,35.8633156,
saltbread,daegu,대구 남산 소금빵,마들렌베이커리 반월당점,대구광역시 중구 중앙대로67길 10 마들렌베이커리 반월당점,대구광역시 중구 남산동 665 마들렌베이커리 반월당점,,https://blog.naver.com/madeleinebakery,"카페,디저트>베이커리",1285929219,358632119,128.5925372,35.8636553,
saltbread,daegu,대구 신천역 소금빵,사운즈커피프리미어점,대구광역시 수성구 들안로73길 50-10 1층 사운즈프리미어,대구광역시 수성구 수성동4가 1119-18 1층 사운즈프리미어,,https://smartstore.naver.com/soundscoffee,"카페,디저트>베이커리",1286156594,358643944,128.6156708,35.8643509,
saltbread,daegu,대구 남산 소금빵,소울트 베이커리 스탠드 반월당,대구광역시 중구 달구벌대로414길 33 1층 소울트 베이커리 스탠드 반월당,대구광역시 중구 남산동 570-3 1층 소울트 베이커리 스탠드 반월당,,https://smartstore.naver.com/hiyakid,"카페,디저트>베이커리",1285895625,358644896,128.5896049,35.8645064,
saltbread,daegu,대구 대봉교역 소금빵,베이크드인스테인,대구광역시 중구 달구벌대로445길 41,대구광역시 중구 삼덕동3가 260-2,,,"음식점>카페,디저트",1286066425,358645160,128.606582,35.8645145,
saltbread,daegu,대구 내당역 소금빵 베이커리,까레몽,대구광역시 서구 서대구로 77 평리청구타운상가,대구광역시 서구 평리동 1408 평리청구타운상가,,https://www.instagram.com/bakery_carremont,"카페,디저트>베이커리",1285557619,358644070,128.5551516,35.864559,
saltbread,daegu,대구 동촌역 소금빵,무화커피,대구광역시 수성구 국채보상로186길 81 2층 무화커피,대구광역시 수성구 범어동 136-9 2층 무화커피,,https://smartstore.naver.com/muhwacoffee,"음식점>카페,디저트",1286342307,358647297,128.6342414,35.8647151,
saltbread,daegu,대구 청라언덕 소금빵,칼리프,대구광역시 중구 달구벌대로 1991-1 1층,대구광역시 중구 대신동 926 1층,,https://blog.naver.com/tithunus,"카페,디저트>베이커리",1285816604,358650829,128.581662,35.8650795,
saltbread,daegu,대구 남산 소금빵,더남산커피앤디저트,대구광역시 중구 달구벌대로414길 20 더남산커피앤디저트,대구광역시 중구 남산동 437 더남산커피앤디저트,,https://www.instagram.com/the_namsan,"음식점>카페,디저트",1285896263,358651971,128.5894198,35.8651825,
saltbread,daegu,대구 각산역 소금빵,엠엠지,대구광역시 동구 동호로3길 1 1층,대구광역시 동구 동호동 367-8 1층,,,"음식점>카페,디저트",1287235295,358659542,128.723484,35.865889,
saltbread,daegu,대구 교동 소금빵,빵관심,"대구광역시 중구 동성로1길 45 1층, 2층 전체","대구광역시 중구 봉산동 34-3 1층, 2층 전체",,,"카페,디저트>베이커리",1285960101,358660668,128.5960101,35.8660668,
saltbread,daegu,대구 문양역 소금빵,마스가토,대구광역시 달성군 다사읍 다사로 71,대구광역시 달성군 다사읍 매곡리 1582,,https://www.instagram.com/mas.gateau,"음식점>카페,디저트",1284580949,358655764,128.4581383,35.8662855,
saltbread,daegu,대구 달성공원역 소금빵,르폴뒤,대구광역시 중구 동성로1길 26,대구광역시 중구 덕산동 124-29,,,"카페,디저트>베이커리",1285948911,358664376,128.5948868,35.8664334,
saltbread,daegu,대구 경대병원 소금빵,밀밭베이커리 미인점,대구광역시 중구 동덕로30길 85 1층,대구광역시 중구 동인동4가 274-10 1층,,http://baemin.me/NlvBtIgPa,"카페,디저트>베이커리",1286083890,358665223,128.6084329,35.8665663,
saltbread,daegu,대구 서문시장 소금빵,베즐리 더현대 대구,대구광역시 중구 달구벌대로 2077 지하1층,대구광역시 중구 계산동2가 200 지하1층,,,"카페,디저트>베이커리",1285903107,358666493,128.5906289,35.8667192,
saltbread,daegu,대구 반월당 소금빵 베이커리,카페 워킹컵,대구광역시 중구 달구벌대로 2077 9층,대구광역시 중구 계산동2가 200 9층,,,"음식점>카페,디저트",1285906289,358667192,128.5906289,35.8667192,
saltbread,daegu,대구 경대병원역 소금빵,인더매스 삼덕,대구광역시 중구 공평로8길 29 1층,대구광역시 중구 삼덕동2가 28-1 1층,,https://blog.naver.com/masscoffee_,"음식점>카페,디저트",1286016265,358667540,128.6016419,35.8668034,
saltbread,daegu,대구 교동 소금빵,오디너리하우스,대구광역시 중구 동성로2길 21-8,대구광역시 중구 삼덕동1가 11-2,,https://www.instagram.com/_ordinary_house,"음식점>카페,디저트",1285959115,358670750,128.5959476,35.8671593,
saltbread,daegu,대구 대실 소금빵,로스팅시고 동성로점,대구광역시 중구 남성로 57 로스팅시고,대구광역시 중구 동성로3가 36-7 로스팅시고,,https://www.instagram.com/roasting_sigo?igsh=amZhYzhqY3B3N2F0/roastingsigo_cafe/,"음식점>카페,디저트",1285929942,358672805,128.5929934,35.8672784,
saltbread,daegu,대구 서문시장 소금빵,두아몽떼,대구광역시 중구 약령길 20 1층,대구광역시 중구 계산동2가 134-1 1층,,http://instagram.com/doux_a_monter,"카페,디저트>베이커리",1285890159,358672963,128.5890743,35.8672891,
saltbread,daegu,대구 경대병원 소금빵,도우프커피스탠드,대구광역시 중구 국채보상로140길 17-8 지상1층,대구광역시 중구 동인동4가 210-2 지상1층,,https://www.instagram.com/dou.p_coffee_stand?igsh=OGQ5ZDc2ODk2ZA%3D%3D&utm_source=qr,"음식점>카페,디저트",1286067857,358679434,128.60683,35.8678992,
saltbread,daegu,대구 반월당 소금빵 베이커리,오디너리하우스 종로,대구광역시 중구 중앙대로77길 17 1층 오디너리하우스,대구광역시 중구 종로2가 63 1층 오디너리하우스,,https://www.instagram.com/_ordinary_house,"음식점>카페,디저트",1285926039,358682283,128.592625,35.8682459,
saltbread,daegu,대구 반월당 소금빵 베이커리,스테드,대구광역시 중구 중앙대로77길 14 sted,대구광역시 중구 종로2가 59-3 sted,,https://smartstore.naver.com/stedcoffee,"음식점>카페,디저트",1285928224,358683751,128.5928279,35.868426,
saltbread,daegu,대구 반야월역 소금빵,그라노커피,"대구광역시 동구 안심로90길 29 1층 101호, 201호","대구광역시 동구 괴전동 473-1 1층 101호, 201호",,,"음식점>카페,디저트",1287337654,358685763,128.7338878,35.8684815,
saltbread,daegu,대구 내당역 소금빵 베이커리,퀸즈크라운베이커리카페,대구광역시 서구 서대구로 118 1층~4층,대구광역시 서구 평리동 1369-4 1층~4층,,,"음식점>카페,디저트",1285555724,358685026,128.5556192,35.8685207,
saltbread,daegu,대구 교동 소금빵,삼송빵집 중앙로점,대구광역시 중구 중앙대로 397,대구광역시 중구 동성로3가 1-3,,http://www.ssbnc.kr/,"카페,디저트>베이커리",1285934399,358686159,128.59344,35.8686159,
saltbread,daegu,대구 경대병원역 소금빵,팜앤힐스,대구광역시 중구 동성로6길 43 1층,대구광역시 중구 공평동 16-22 1층,,https://www.instagram.com/farm_and_hills,음식점>양식,1285977663,358687406,128.5977917,35.8687893,
saltbread,daegu,대구 달성공원역 소금빵,버터베이크,대구광역시 중구 동성로 22-1 버터베이크,대구광역시 중구 동성로2가 150-16 버터베이크,,https://www.instagram.com/butterbake_daegu/profilecard/?igsh=MTFzdWZuem10ZmhoNA==,"카페,디저트>베이커리",1285951684,358687949,128.5952195,35.8688082,
saltbread,daegu,대구 반고개역 소금빵,더 댄스,대구광역시 중구 국채보상로102길 35 2층,대구광역시 중구 계산동1가 83-9 2층,,http://www.instagram.com/the.dance.2017,"음식점>카페,디저트",1285862429,358689826,128.5862444,35.8689784,
saltbread,daegu,대구 김광석 다시그리기 길 소금빵 베이커리,몽블랑드파리 동성로본점,"대구광역시 중구 동성로6길 21 1층, 2층 몽블랑드파리 동성로본점","대구광역시 중구 공평동 25-11 1층, 2층 몽블랑드파리 동성로본점",,https://smartstore.naver.com/montblanc_de_paris,"카페,디저트>베이커리",1285966655,358689944,128.5966662,35.869047,
saltbread,daegu,대구 달성공원역 소금빵,소베,대구광역시 중구 중앙대로79길 6 1층,대구광역시 중구 남일동 126-2 1층,,https://www.instagram.com/sauve_bakery?igsh=MXU5cngyMHo5cW8zZg==,"카페,디저트>베이커리",1285932568,358692515,128.5932304,35.8692808,
saltbread,daegu,대구 반야월 소금빵 카페,카페더라,대구광역시 동구 율하동로21길 2 1층 카페더라,대구광역시 동구 율하동 933-7 1층 카페더라,,https://100원커피이벤트-선착순주문하기.com,"음식점>카페,디저트",1287017502,358692927,128.7017502,35.8692928,
saltbread,daegu,대구 서문시장 소금빵,맨션5,대구광역시 중구 중앙대로79길 24-1 맨션5,대구광역시 중구 종로2가 5 맨션5,,http://www.instagram.com/mansion5_daegu,"음식점>카페,디저트",1285920912,358692772,128.5921285,35.8693937,
saltbread,daegu,대구 반야월 소금빵,안심제과,대구광역시 동구 동호로9길 60 1층,대구광역시 동구 신서동 552-1 1층,,http://instagram.com/relax_bakeshop,"음식점>카페,디저트",1287316379,358696003,128.7316957,35.8696098,
saltbread,daegu,대구 반야월 소금빵 베이커리,빵집오빠 반야월점,대구광역시 동구 율하동로24길 19,대구광역시 동구 신기동 265,,,"카페,디저트>베이커리",1287044182,358696591,128.7044471,35.8697224,
saltbread,daegu,대구 각산역 소금빵,In time to coffee,대구광역시 동구 신서로 20 1층,대구광역시 동구 신서동 626-18 1층,,https://www.instagram.com/in_time_to_coffee?igsh=M2E3b3d0d2NmNWl4&utm_source=qr,"음식점>카페,디저트",1287241182,358698004,128.7241183,35.8698006,
saltbread,daegu,대구 고산 소금빵 베이커리,숲베이커리,대구광역시 수성구 팔현길 136,대구광역시 수성구 고모동 90-1,,https://blog.naver.com/forestbakery,"카페,디저트>베이커리",1286660228,358698375,128.6660614,35.8698614,
saltbread,daegu,대구 동대구역 소금빵 베이커리,르고메드파리16 본점,대구광역시 수성구 화랑로 46 MBC네거리에서 효신네거리 가는방향 큰길 대로변 1층,대구광역시 수성구 만촌동 1356-22 MBC네거리에서 효신네거리 가는방향 큰길 대로변 1층,,https://www.instagram.com/legourmetde_paris_16/,"카페,디저트>베이커리",1286331534,358698909,128.6332065,35.8699239,
saltbread,daegu,대구 동대구역 소금빵,르배 본점,대구광역시 수성구 화랑로8길 11-11 1층,대구광역시 수성구 만촌동 1356-19 1층,,https://www.instagram.com/lebaebakery/,"카페,디저트>베이커리",1286337658,358703866,128.6337381,35.8704369,
saltbread,daegu,대구 신기역 소금빵,GRVT 카페 베이커리,대구광역시 동구 범안로 854 5층 & 루프탑,대구광역시 동구 율하동 255 5층 & 루프탑,,https://www.instagram.com/grvt_golf_cafe,"카페,디저트>베이커리",1286942077,358709054,128.6942077,35.8709055,
